seller_id,seller_city,seller_state,shipment_count,order_count,product_revenue,freight_value,total_value,average_shipment_value,freight_percentage,average_distance_km,average_delivery_days,late_delivery_rate,average_review_score,low_review_rate
dbb9b48c841a0e39e21f98e1a6b2ec3e,sao paulo,SP,108,108,7186.85,1581.41,8768.26,81.19,18.04,461.21,9.82,3.7,4.27,11.11
0432ead42b6c8a0bdf68154add917fdf,maua,SP,82,82,7574.4,1180.0,8754.4,106.76,13.48,556.94,8.9,3.66,4.54,7.32
784ba75dd9d20200c4caed3d7a77141a,sao paulo,SP,19,19,8142.33,600.02,8742.35,460.12,6.86,557.53,13.69,10.53,4.11,15.79
5d0363b33554b373851fc1622e4d5f3c,atibaia,SP,93,93,6548.79,2175.48,8724.27,93.81,24.94,414.16,12.49,8.6,4.08,11.83
e333046ce6517bd8bb510291d44f0130,ipaussu,SP,68,68,7268.0,1431.32,8699.32,127.93,16.45,550.74,10.16,5.88,4.34,8.82
062ce95fa2ad4dfaedfc79260130565f,lajeado,RS,54,54,7479.1,1184.33,8663.43,160.43,13.67,766.52,13.5,3.7,4.09,9.26
8648b1e89e9b349e32d3741b30ec737e,jacarei,SP,93,93,7228.75,1420.27,8649.02,93.0,16.42,386.67,9.05,10.75,4.15,13.98
73a63f72308aa20a46f4b1632018f196,curitiba,PR,27,27,7640.8,997.3,8638.1,319.93,11.55,633.02,11.63,0.0,4.19,7.69
397c4d0c005b6f41f90098ac724e28cb,santo andre,SP,5,5,8177.0,445.37,8622.37,1724.47,5.17,829.62,16.08,40.0,4.4,0.0
bbf9ad41dca6603e614efcdad7aab8c4,fortaleza,CE,14,14,7846.0,776.26,8622.26,615.88,9.0,2104.46,13.93,0.0,4.5,7.14
3bb548e3cb7f70f28e3f11ee9dce0e59,maringa,PR,46,46,7690.02,896.79,8586.81,186.67,10.44,695.06,10.91,0.0,4.2,13.04
b18dc380845b24038cfc48006478f099,diadema,SP,43,43,7753.96,796.87,8550.83,198.86,9.32,623.5,12.82,16.28,4.21,9.52
ececbfcff9804a2d6b40f589df8eef2b,franca,SP,97,97,6714.15,1834.31,8548.46,88.13,21.46,698.67,13.18,10.31,4.11,13.4
a420f60ff1aa9acc80d0e42959f2b313,sao paulo,SP,67,67,7443.3,1099.97,8543.27,127.51,12.88,613.71,11.56,8.96,3.95,15.38
cc63f0dd2acba93ffed4fe9f8e0321fa,sao jose do rio preto,SP,55,55,7096.71,1399.97,8496.68,154.49,16.48,558.82,9.0,0.0,4.09,9.09
67883baaae6134ee81b271a542613728,sao paulo,SP,19,19,8167.9,328.12,8496.02,447.16,3.86,450.29,5.84,15.79,4.11,10.53
52f976b17ea7f2f087f56dcc419328f6,california,PR,6,6,7630.0,862.65,8492.65,1415.44,10.16,731.97,10.38,0.0,3.67,33.33
86bb7c4b535e49a541baf3266b1c95b1,franca,SP,16,16,8162.4,324.82,8487.22,530.45,3.83,687.92,20.14,18.75,3.2,40.0
8fb791022c1fc8909664f48ab7dc636d,sao paulo,SP,5,5,8119.95,363.4,8483.35,1696.67,4.28,400.87,5.73,0.0,4.2,20.0
2c9e548be18521d1c43cde1c582c6de8,mogi das cruzes,SP,124,124,6013.56,2456.53,8470.09,68.31,29.0,369.53,13.68,16.13,4.13,13.11
a2e874074c877c5a05abae80ad6e488f,sao jose do rio preto,SP,40,40,7355.0,1105.34,8460.34,211.51,13.06,606.07,19.24,5.0,4.25,7.5
1127b7f2594683f2510f1c2c834a486b,campinas,SP,110,110,6669.7,1768.7,8438.4,76.71,20.96,481.76,9.35,2.73,4.19,14.55
058fd0aa2bfdb2274e05e1ae971dabb6,santo andre,SP,60,60,7549.9,878.88,8428.78,140.48,10.43,486.26,10.14,6.67,4.37,10.0
6bd69102ab48df500790a8cecfc285c2,sao paulo,SP,5,5,8070.0,289.02,8359.02,1671.8,3.46,450.04,16.25,20.0,3.0,60.0
381c83fdca332ea6afd896da20bf6e4a,curitiba,PR,46,46,7355.8,999.21,8355.01,181.63,11.96,821.38,12.69,4.35,4.39,8.7
42bde9fef835393bb8a8849cb6b7f245,brasilia,DF,34,34,7574.0,767.37,8341.37,245.33,9.2,,10.37,2.94,4.35,5.88
8a32e327fe2c1b3511609d81aaf9f042,sao paulo,SP,126,126,6101.12,2237.74,8338.86,66.18,26.84,357.55,8.87,3.17,3.94,16.0
282f23a9769b2690c5dda22e316f9941,belo horizonte,MG,98,98,6464.28,1866.77,8331.05,85.01,22.41,622.03,11.22,5.1,4.37,4.08
b410bdd36d5db7a65dcd42b7ead933b8,goiania,GO,42,42,7368.9,950.81,8319.71,198.09,11.43,712.3,9.2,2.38,4.81,0.0
2089a6d640999f9b9141ac719b2af596,sao carlos,SP,41,41,7676.02,640.61,8316.63,202.84,7.7,515.66,19.53,14.63,3.93,24.39
aced59e9b31ef866a94f9e7f29d8d418,sao paulo,SP,61,61,7268.5,1047.3,8315.8,136.32,12.59,472.58,9.74,8.2,4.43,6.56
c26a2be5b53b7db6b276280da212a779,nova friburgo,RJ,13,13,7482.0,806.85,8288.85,637.6,9.73,843.45,14.08,0.0,3.38,38.46
ad781527c93d00d89a11eecd9dcad7c1,sao jose do rio preto,SP,38,38,6039.63,2173.49,8213.12,216.13,26.46,770.31,25.5,31.58,3.34,34.21
dbdd0ec73a4817971d962698f2fea022,fortaleza,CE,16,16,6384.0,1790.8,8174.8,510.92,21.91,1246.39,12.65,6.25,4.38,12.5
34056b8b55c1775a22af2331670a799c,penapolis,SP,77,77,6398.7,1751.51,8150.21,105.85,21.49,754.5,12.93,11.69,4.04,14.29
e0a366315b1b726b6c7832d664c0f530,sao paulo,SP,43,43,7400.09,745.08,8145.17,189.42,9.15,384.21,7.97,4.65,4.3,13.95
cee48807215b30a12ca2ca10ffb5f250,guaruja,SP,39,39,7212.23,913.29,8125.52,208.35,11.24,640.31,23.63,15.38,3.77,23.08
7bac63f6603d382cc8d0832eb6c100a8,sao paulo,SP,19,19,7751.95,362.65,8114.6,427.08,4.47,548.11,15.76,15.79,4.0,10.53
8476243f92442881ddd5b578975cf115,campo bom,RS,12,12,7838.0,275.03,8113.03,676.09,3.39,1024.24,17.34,8.33,4.08,16.67
8e6cc767478edae941d9bd9eb778d77a,araguari,MG,100,100,5929.35,2169.26,8098.61,80.99,26.79,696.2,16.62,8.0,4.06,15.31
b347677812ea483b0f528eaf8cbc09b7,curitiba,PR,21,21,7288.99,762.35,8051.34,383.4,9.47,784.51,13.22,0.0,4.52,4.76
4aba391bc3b88717ce08eb11e44937b2,arraial d'ajuda (porto seguro),BA,27,27,7286.88,760.56,8047.44,298.05,9.45,944.71,16.92,14.81,4.0,18.52
6a8b085f816a1f75f92dbac6eb545f8f,bebedouro,SP,125,125,5884.17,2154.05,8038.22,64.31,26.8,672.59,14.69,9.6,4.16,10.4
1da366cade6d8276e7d8beea7af5d4bf,uba,MG,42,42,6348.59,1688.01,8036.6,191.35,21.0,630.18,17.47,11.9,3.98,17.07
d51e0a403fe2e689ece6c73359d96e12,pompeia,SP,18,18,7380.0,647.57,8027.57,445.98,8.07,825.52,14.03,11.11,4.22,5.56
11305281b50fff20ae8bb473f8e11876,uba,MG,35,35,6528.7,1444.51,7973.21,227.81,18.12,481.39,13.58,11.43,4.31,8.57
6a51fc556dab5f766ced6fbc860bc613,marilia,SP,24,24,7217.87,747.14,7965.01,331.88,9.38,636.0,14.15,8.33,4.0,16.67
6fa9202c10491e472dffd59a3e82b2a3,sorocaba,SP,3,3,7014.24,925.01,7939.25,2646.42,11.65,430.53,8.46,0.0,4.33,0.0
670c26e0f1bf8d0576271d5cfaec6d2b,maringa,PR,77,77,6250.1,1680.37,7930.47,102.99,21.19,747.39,14.28,5.19,4.31,7.79
e2aee0892199b1d92530e371abd825bf,rolandia,PR,36,36,5392.77,2516.11,7908.88,219.69,31.81,646.69,15.51,13.89,3.89,22.22
d13e50eaa47b4cbe9eb81465865d8cfc,santo andre,SP,66,66,7073.05,834.5,7907.55,119.81,10.55,251.18,5.04,21.21,4.82,3.03
516e7738bd8f735ac19a010ee5450d8d,rio de janeiro,RJ,74,74,6463.19,1442.5,7905.69,106.83,18.25,527.48,8.83,5.41,4.64,2.7
58f1a6197ed863543e0136bdedb3fce2,conselheiro lafaiete,MG,44,44,6833.0,1070.69,7903.69,179.63,13.55,559.0,10.3,2.38,4.18,13.64
dee656f0f566ed1aa85bd137c943f08f,cruzeiro,SP,92,92,6212.08,1670.99,7883.07,85.69,21.2,552.49,12.6,5.43,4.37,7.61
f1fd5ab1181f827ffad998c1a5de7d74,curitiba,PR,15,15,7045.99,831.97,7877.96,525.2,10.56,617.9,9.46,0.0,4.67,0.0
fa1a9dec3a9940c072684a46728bf1fc,icara,SC,55,55,6674.0,1201.71,7875.71,143.19,15.26,802.65,14.29,0.0,4.11,12.96
6b243f80ed07b10f0e8aa0f21a205f3c,curitiba,PR,79,79,6260.1,1547.3,7807.4,98.83,19.82,601.08,11.16,3.8,4.27,10.13
f25e239052084705e17a982bc600ab2a,sao paulo,SP,8,8,7380.0,405.48,7785.48,973.18,5.21,683.3,12.4,0.0,4.25,12.5
f84a00e60c73a49e7e851c9bdca3a5bb,rio de janeiro,RJ,88,88,5849.24,1931.1,7780.34,88.41,24.82,444.91,11.8,11.36,3.9,19.32
080102cd0a76b09e0dcf55fcacc60e05,belo horizonte,MG,122,122,5612.65,2160.83,7773.48,63.72,27.8,672.79,9.91,4.1,4.52,4.1
d624126b9206f595fb3fbb6ba03b28a8,curitiba,PR,23,23,7198.8,569.7,7768.5,337.76,7.33,670.66,11.36,4.35,4.32,0.0
8c16d1f32a54d92897cc437244442e1b,blumenau,SC,108,108,5642.6,2112.07,7754.67,71.8,27.24,640.86,11.0,0.93,4.36,7.48
688756f717c462a206ad854c5027a64a,guarulhos,SP,81,81,5837.67,1908.05,7745.72,95.63,24.63,504.55,10.76,8.64,3.89,17.5
512d298ac2a96d1931b6bd30aa21f61d,rio de janeiro,RJ,11,11,7401.94,321.93,7723.87,702.17,4.17,488.03,10.71,0.0,4.27,18.18
dd55f1bb788714a40e7954c3be6df745,sao paulo,SP,35,35,7041.76,659.42,7701.18,220.03,8.56,737.08,18.3,17.14,3.74,20.0
b14db04aa7881970e83ffa9426897925,sorocaba,SP,78,78,5595.9,2104.5,7700.4,98.72,27.33,675.87,16.02,11.54,3.77,17.33
376a891762bbdecbc02b4b6adec3fdda,goiania,GO,57,57,6406.23,1287.4,7693.63,134.98,16.73,919.75,12.22,3.51,4.67,1.75
014c0679dd340a0e338872e7ec85666a,timoteo,MG,14,14,7058.0,628.31,7686.31,549.02,8.17,757.18,19.76,14.29,3.86,14.29
d9bd94811c3338dceb4181f3dbc0c73e,sao paulo,SP,54,54,6911.02,771.09,7682.11,142.26,10.04,334.51,8.04,11.11,4.8,3.7
ff1fb4c404b2efe68b03350a8dc24122,mogi das cruzes,SP,46,46,6771.0,895.95,7666.95,166.67,11.69,502.04,10.31,15.22,4.0,17.39
54219883e72aad869adfb2a54b7bfa0f,sorocaba,SP,5,5,6750.0,829.55,7579.55,1515.91,10.94,575.91,17.01,0.0,3.2,40.0
31ae0774c17fabd06ff707cc5bde005f,americana,SP,11,11,6719.85,850.82,7570.67,688.24,11.24,828.54,11.78,9.09,4.0,18.18
57e632711dec9ec14ca7546769483e7e,navegantes,SC,62,62,6350.06,1207.98,7558.04,121.9,15.98,622.03,10.92,0.0,4.42,4.84
30829ded4523ab9224b93bc49a62c95f,parai,RS,18,18,6911.71,638.0,7549.71,419.43,8.45,849.88,12.09,5.56,3.78,22.22
751bdc4d83a466c7206cd42e8f426b03,ribeirao pires,SP,51,51,6520.96,1020.02,7540.98,147.86,13.53,624.03,10.86,1.96,3.94,22.45
83e197e95a1bbabc8c75e883ed016c47,mage,RJ,46,46,6574.19,961.33,7535.52,163.82,12.76,615.86,10.44,2.17,4.8,2.17
63b464dbf392c7b80d12d932fa7cafed,sao paulo,SP,36,36,6622.0,860.84,7482.84,207.86,11.5,251.05,13.08,5.56,3.86,16.67
3340ef1913fb70d28420f6ceb685c339,maringa,PR,32,32,6731.15,750.4,7481.55,233.8,10.03,818.15,16.71,9.38,4.38,6.25
ade45994b717ccee333492330fbf037b,umuarama,PR,10,10,7196.0,283.63,7479.63,747.96,3.79,1025.76,8.41,0.0,4.5,0.0
679769a98cfcc6da877c8486ff1c13f3,ipatinga,MG,21,21,7029.0,438.39,7467.39,355.59,5.87,703.75,9.54,0.0,4.57,4.76
7dc8c42cc750eeafea6c85712ffee9bf,sao paulo,SP,41,41,6409.68,1035.41,7445.09,181.59,13.91,413.99,9.15,4.88,4.2,12.2
05d2173d43ea568aa0540eba70d2ca76,alfenas,MG,62,62,5759.66,1679.27,7438.93,119.98,22.57,497.75,15.02,6.45,4.18,11.67
5b67882648febfb6e1225e6ad7164f6b,umuarama,PR,27,27,6813.48,618.94,7432.42,275.27,8.33,792.04,12.56,3.7,4.0,14.81
0873d9f8f36123f8d910f4760e788cfb,barueri,SP,6,6,7265.59,161.06,7426.65,1237.78,2.17,574.18,13.13,50.0,3.17,33.33
9616352088dcf83a7c06637f4ebf1c80,umuarama,PR,91,91,5643.1,1766.7,7409.8,81.43,23.84,782.4,12.44,0.0,4.35,7.69
2a261b5b644fa05f4f2700eb93544f2c,porto ferreira,SP,51,51,5355.0,2041.73,7396.73,145.03,27.6,558.18,14.07,19.61,3.84,21.57
961dff0a659b4561334372337dd897d9,rio de janeiro,RJ,3,3,7297.0,92.74,7389.74,2463.25,1.25,335.7,20.52,66.67,4.67,0.0
f46490624488d3ff7ce78613913a7711,guarulhos,SP,80,80,5690.95,1693.41,7384.36,92.3,22.93,620.76,10.25,12.5,3.76,23.75
0691148aee60ca47977c187804f935ae,londrina,PR,47,47,5868.51,1490.94,7359.45,156.58,20.26,639.52,11.94,2.13,4.17,14.89
b8630e1121437d41cb08e3c749c2c2e2,duque de caxias,RJ,12,12,6988.0,346.1,7334.1,611.18,4.72,400.14,11.14,16.67,4.33,16.67
b3b17aab11f273023a5f22ca52e1eb70,londrina,PR,7,7,6850.0,475.35,7325.35,1046.48,6.49,833.59,16.55,14.29,4.86,0.0
40d54b51e962dbe09cabbcfd33298dee,santo andre,SP,30,30,6785.56,537.69,7323.25,244.11,7.34,324.85,7.33,0.0,4.0,20.0
54065e9aef7e9e9c2dc23b7594db021a,rio de janeiro,RJ,12,12,7079.0,242.78,7321.78,610.15,3.32,732.55,12.42,0.0,4.33,8.33
ba143b05f0110f0dc71ad71b4466ce92,sao paulo,SP,83,83,5998.7,1310.67,7309.37,88.06,17.93,393.02,10.24,15.66,4.46,8.43
4c03b9dd4c11ee2cb35c96c49efc9420,campo limpo paulista,SP,48,48,6458.6,843.73,7302.33,152.13,11.55,605.91,10.53,2.08,4.11,14.89
87e24fc7052259b1f7f607d61c10d8be,sao paulo,SP,7,7,7073.59,214.66,7288.25,1041.18,2.95,893.45,15.34,14.29,3.86,14.29
bd4889b5e9133b35b66e42a8665cea5c,sao paulo,SP,36,36,6271.9,984.64,7256.54,201.57,13.57,567.72,10.28,0.0,4.4,8.57
e5e33c0d8e7e002f398f5dc4cbbb338f,bauru,SP,26,26,6494.9,745.95,7240.85,278.49,10.3,734.25,12.07,11.54,4.58,3.85
5670f4db5b62c43d542e1b2d56b0cf7c,sao paulo,SP,22,22,6630.09,582.56,7212.65,327.85,8.08,560.47,8.53,4.55,4.41,9.09
02f623a8eb246f3c5f7c2f96462654e6,botucatu,SP,44,44,6378.0,829.63,7207.63,163.81,11.51,471.21,8.48,9.09,4.56,4.65
455c5640e8c5bd1b2ee85c0158f85727,luiz alves,SC,8,8,6729.5,457.39,7186.89,898.36,6.36,1103.5,14.97,0.0,4.5,0.0
ea67327e24487bdfac5fbfa37ea124df,ibitinga,SP,32,32,6250.18,930.1,7180.28,224.38,12.95,439.87,8.72,3.13,3.53,25.0
33dd941c27854f7625b968cc6195a552,vila velha,ES,5,5,6787.5,380.91,7168.41,1433.68,5.31,816.79,11.7,0.0,4.4,20.0
989becdce12ebc39863c2bceab6f3ca1,curitiba,PR,15,15,6302.9,814.52,7117.42,474.49,11.44,526.08,13.74,13.33,4.8,0.0
4b5f66b7adcf57f1ecc0d3c07dd6b177,vendas@creditparts.com.br,PR,23,23,6381.78,734.18,7115.96,309.39,10.32,691.34,14.24,4.35,4.09,13.64
537eb890efff034a88679788b647c564,rio de janeiro,RJ,158,158,4617.9,2475.54,7093.44,44.9,34.9,478.31,9.14,5.7,4.23,8.86
3be634553519fb6536a03e1358e9fdc7,sao paulo,SP,80,80,5231.02,1803.73,7034.75,87.93,25.64,459.78,10.08,8.75,4.0,16.25
33c51922b6e3c16b24a8f28e5833c99d,londrina,PR,18,18,6657.87,368.01,7025.88,390.33,5.24,545.25,14.54,5.56,4.24,11.76
e3b4998c7a498169dc7bce44e6bb6277,sao paulo,SP,1,1,6735.0,194.31,6929.31,6929.31,2.8,894.63,18.74,0.0,5.0,0.0
80ceebb4ee9b31afb6c6a916a574a1e2,londrina,PR,1,1,6729.0,193.21,6922.21,6922.21,2.79,1170.98,20.87,100.0,,
e9d99831abad74458942f21e16f33f92,sao paulo,SP,130,130,4922.48,1993.58,6916.06,53.2,28.83,578.63,12.87,10.77,3.93,16.28
e8b4225284fbb02d16f200513f1f395d,novo horizonte,SP,30,30,5638.62,1273.98,6912.6,230.42,18.43,594.76,10.22,10.0,4.3,3.33
6f892e20a171e98efe17fdb971ff319b,sao paulo,SP,41,41,6049.0,857.49,6906.49,168.45,12.42,1027.95,17.36,9.76,4.15,10.0
50c9975695009e5e6473912e83a6d1da,claudio,MG,50,50,3964.4,2919.55,6883.95,137.68,42.41,450.09,16.48,14.0,3.94,18.37
b2479f944e1b90cf8a5de1bbfde284d6,ibitinga,SP,101,101,4666.53,2207.7,6874.23,68.06,32.12,550.92,15.4,13.86,3.47,30.0
0bf0150d5b9d60d9cd2906003332f085,sao paulo,SP,39,39,5774.6,1097.74,6872.34,176.21,15.97,331.88,14.15,20.51,3.79,21.05
91f848e9f4be368f4318775aac733370,sao paulo,SP,60,60,5668.61,1193.88,6862.49,114.37,17.4,422.35,9.94,3.33,4.4,5.17
bacb1f0ed56ad24198f5810d2b3fe9a5,jacarei,SP,38,38,6078.05,769.65,6847.7,180.2,11.24,588.01,9.78,2.63,4.32,8.11
dfc5fb7259bb2b599ca565e6e9448f0f,sao bernardo do campo,SP,33,33,6124.63,721.35,6845.98,207.45,10.54,621.84,13.26,3.03,4.12,9.09
abe021b01ba992245271b9aa422032df,curitiba,PR,2,2,6720.0,117.24,6837.24,3418.62,1.71,1771.54,17.93,0.0,3.5,50.0
b6d44737c043328708f6749c2dbe50bd,santo andre,SP,61,61,5284.6,1549.41,6834.01,112.03,22.67,295.42,8.21,6.56,4.52,8.2
3ade81dab5a172b88e1871c28ae05260,sao jose do rio preto,SP,28,28,5383.6,1437.99,6821.59,243.63,21.08,632.49,14.18,14.29,4.19,14.81
eb3071b9f0b0ddaa2df5ea130f09f26b,sao paulo,SP,9,9,6230.0,581.42,6811.42,756.82,8.54,409.89,9.65,11.11,4.56,0.0
3df020b72d3d44b3af9d110fa3940b65,jales,SP,55,55,5039.9,1709.57,6749.47,122.72,25.33,772.18,13.43,12.73,4.05,14.55
f12ff17ad8bbf01ec5c33b17e506649b,sao paulo,SP,28,28,6101.0,627.88,6728.88,240.32,9.33,882.41,13.79,10.71,3.86,14.29
ee27a8f15b1dded4d213a468ba4eb391,goiania,GO,1,1,6499.0,227.66,6726.66,6726.66,3.38,617.07,11.96,0.0,5.0,0.0
bba74270a87732727b5a3b4fd9ac1c39,betim,MG,35,35,5964.6,743.74,6708.34,191.67,11.09,752.79,9.72,0.0,4.06,14.29
f181738b150df1f37cb0bd72e705b193,carapicuiba,SP,36,36,5529.7,1103.05,6632.75,184.24,16.63,517.82,9.32,11.11,4.47,5.56
26d8a1c7c75d513045798992ead43aa2,apucarana,PR,34,34,5937.13,653.33,6590.46,193.84,9.91,621.89,12.72,8.82,4.41,8.82
dfa0c4c6229ab200a4a1336b4d7128ff,florianopolis,SC,77,77,4777.1,1767.11,6544.21,84.99,27.0,739.61,9.79,3.9,4.0,18.18
ff4ea69c2a729e83e63c7579e4ef8170,guarulhos,SP,8,8,6368.0,159.82,6527.82,815.98,2.45,644.85,11.46,0.0,5.0,0.0
9baf5cb77970f539089d09a38bcec5c3,indaiatuba,SP,31,31,5989.68,531.66,6521.34,210.37,8.15,366.84,15.17,0.0,4.42,6.45
2528744c5ef5d955adc318720a94d2e7,jundiai,SP,5,5,6245.0,263.7,6508.7,1301.74,4.05,281.9,10.07,0.0,2.4,60.0
98dac6635aee4995d501a3972e047414,sao paulo,SP,89,89,4115.75,2379.6,6495.35,72.98,36.64,312.18,9.62,8.99,4.15,18.18
dbd66278cbfe1aa1000f90a217ca4695,sao paulo,SP,85,85,4928.9,1543.87,6472.77,76.15,23.85,402.79,9.21,5.88,4.51,2.35
0d85bbda9889ce1f7e63778d24f346eb,uberlandia,MG,51,51,4845.2,1624.5,6469.7,126.86,25.11,876.49,15.83,11.76,4.2,12.0
d6b664fa0667064c6d76394e7848d790,araraquara,SP,6,6,6080.0,324.34,6404.34,1067.39,5.06,899.62,17.55,16.67,4.83,0.0
02d35243ea2e497335cd0f076b45675d,natal,RN,14,14,5794.0,605.95,6399.95,457.14,9.47,1803.07,26.17,35.71,2.64,42.86
52ac6f920b7280e4c6d30dd94de6259b,pinhais,PR,6,6,5657.3,726.59,6383.89,1063.98,11.38,716.93,12.98,0.0,3.67,16.67
709e16e2b25c7474d980076c6bfc4806,birigui,SP,60,60,5151.9,1226.96,6378.86,106.31,19.23,702.92,10.64,3.33,4.52,1.67
e62b2d6ac10570a035a30bafcf01d263,sao paulo,SP,62,62,5340.39,1035.08,6375.47,102.83,16.24,600.44,14.07,12.9,3.97,15.25
1336efc61c316ddf92c899eb817f7cae,assis,SP,74,74,4837.31,1517.98,6355.29,85.88,23.89,671.39,11.73,9.46,4.0,14.86
2fdde51ad3e12f297da656d4fbd5d0b5,joinville,SC,9,9,5803.0,551.92,6354.92,706.1,8.68,709.31,15.27,0.0,4.78,0.0
04aa0a1c5ce6b222003403a3e11c3cc0,cosmopolis,SP,11,11,5518.0,821.51,6339.51,576.32,12.96,1286.17,17.52,18.18,4.09,18.18
f4c4daa86e30c7e5a553a8d518ac03a5,cascavel,PR,18,18,5984.31,340.19,6324.5,351.36,5.38,713.14,16.64,5.56,4.0,16.67
67bf6941ba2f1fa1d02c375766bc3e53,curitiba,PR,15,15,5062.0,1257.94,6319.94,421.33,19.9,853.31,14.97,13.33,4.33,6.67
94e93ce877be27a515118dbfd2c2be41,votuporanga,SP,29,29,5436.58,853.46,6290.04,216.9,13.57,653.29,13.61,0.0,4.04,14.29
7d76b645482be4a332374e8223836592,sao paulo,SP,172,172,3765.74,2522.03,6287.77,36.56,40.11,638.94,13.63,11.63,4.0,14.12
83deb69e889cf80f82be1dc6d5f2d486,florianopolis,SC,40,40,5363.01,913.64,6276.65,156.92,14.56,861.7,15.95,5.0,4.32,15.0
fc906263ca5083d09dce42fe02247800,belo horizonte,MG,112,112,4417.9,1855.38,6273.28,56.01,29.58,699.11,9.4,0.0,4.38,9.82
23613d49c3ac2bd302259e55c06c050c,porto ferreira,SP,69,69,4193.1,2034.04,6227.14,90.25,32.66,459.46,13.98,14.49,3.87,23.53
23c38debaffe4a25a30fdbd9b586a13f,votorantim,SP,41,41,5382.18,834.38,6216.56,151.62,13.42,449.43,11.48,14.63,4.32,2.44
f84fa566034f5e8e880a07ec624c56af,indaiatuba,SP,89,89,4993.91,1210.42,6204.33,69.71,19.51,441.55,11.96,13.48,4.25,11.24
4917cee8d902e13428c3ec4b1ca6f315,blumenau,SC,31,31,5103.9,1074.44,6178.34,199.3,17.39,605.17,18.08,3.23,4.16,12.9
575df70bde3f9f2b30bf8d2e9910d725,sao jose do rio preto,SP,27,27,5410.05,753.37,6163.42,228.27,12.22,675.93,13.39,7.41,4.07,14.81
afe0067131b73e40875c9b6c10bd2e21,lagoa da prata,MG,45,45,5040.5,1111.09,6151.59,136.7,18.06,774.08,15.47,4.44,4.27,9.09
9674754b5a0cb32b638cec001178f799,sao paulo,SP,84,84,4941.73,1196.15,6137.88,73.07,19.49,349.9,8.41,3.57,4.11,15.48
d566c37fa119d5e66c4e9052e83ee4ea,sao paulo,SP,65,65,5145.7,979.22,6124.92,94.23,15.99,340.19,5.81,3.08,4.69,3.13
abcd2cb37d46c2c8fb1bf071c859fc5b,cuiaba,MT,44,44,4817.32,1304.52,6121.84,139.13,21.31,1322.25,13.89,4.55,4.32,2.27
b39d7fe263ef469605dbb32608aee0af,ibitinga,SP,43,43,5063.2,1037.03,6100.23,141.87,17.0,554.63,13.3,4.65,3.93,14.29
f680f85bee2d253556ac91be391d2c82,carapicuiba,SP,45,45,5183.92,893.42,6077.34,135.05,14.7,417.7,9.75,2.22,4.33,6.67
7e3f87d16fb353f408d467e74fbd8014,sao paulo,SP,91,91,4653.09,1415.28,6068.37,66.69,23.32,727.55,12.57,12.09,4.16,10.99
cc3d14116804f7209f3884f6367f1152,curitiba,PR,27,27,5477.8,582.79,6060.59,224.47,9.62,694.06,12.83,3.7,4.63,3.7
8bb48dc19fccaa8613b6229bf7f452a2,assis,SP,82,82,4190.72,1857.4,6048.12,73.76,30.71,666.35,11.48,2.44,4.41,8.54
e067ad2c1c0b48758eb1b5228bcf7a68,santos,SP,54,54,5042.55,1005.36,6047.91,112.0,16.62,527.98,14.98,9.26,4.15,11.11
817245bcc3badd82bbd222e0366951a6,bauru,SP,28,28,5345.6,699.23,6044.83,215.89,11.57,682.19,12.42,3.57,4.11,7.41
f67efa3f0b6761102a7f8c6b7b571f5d,curitiba,PR,31,31,5188.68,841.49,6030.17,194.52,13.95,617.91,9.98,0.0,4.48,6.45
1bb2bdb95f4841f1bba2c0d2cd83d3c9,sao paulo,SP,79,79,4905.76,1118.17,6023.93,76.25,18.56,435.81,12.41,7.59,4.63,3.85
45ba18c210d42734ec52c0c1c574e9ee,sao roque,SP,35,35,5099.44,924.33,6023.77,172.11,15.34,423.98,7.46,5.71,4.11,14.29
06579cb253ecd5a3a12a9e6eb6bf8f47,sao paulo - sp,SP,61,61,4587.4,1420.57,6007.97,98.49,23.64,386.67,9.94,13.11,4.13,14.75
a63bfbaa882c8f4542891b4e2246cc7f,niteroi,RJ,6,6,5682.0,243.99,5925.99,987.66,4.12,1151.38,11.69,16.67,5.0,0.0
acce39e832338debb07b02385cde5967,contagem,MG,44,44,4748.1,1175.56,5923.66,134.63,19.85,608.82,7.05,0.0,4.48,6.82
835f0f7810c76831d6c7d24c7a646d4d,sao paulo,SP,42,42,4990.2,932.05,5922.25,141.01,15.74,798.09,18.1,30.95,3.36,30.95
0176f73cc1195f367f7b32db1e5b3aa8,ibitinga,SP,37,37,4643.2,1272.07,5915.27,159.87,21.5,429.2,13.25,10.81,4.11,16.22
e06f09ec0a4aca210779cf1cfc63cf19,sao paulo,SP,29,29,5279.49,621.92,5901.41,203.5,10.54,648.8,14.87,6.9,3.97,17.24
5b179e9e8cc7ab6fd113a46ca584da81,sao paulo,SP,34,34,5173.5,665.64,5839.14,171.74,11.4,415.33,13.01,8.82,3.67,21.21
0cbcee27c791afa0cdcb08587a2013a8,tres coracoes,MG,37,37,5054.15,783.53,5837.68,157.78,13.42,442.0,12.79,10.81,4.0,13.51
8b9d6eec4a7eb7d0f9d579ce0b38324d,mesquita,RJ,48,48,4159.55,1667.3,5826.85,121.39,28.61,514.78,10.4,16.67,4.06,16.67
30a2f535bb48308f991d0b9ad4a8c4bb,santa barbara d'oeste,SP,71,71,4731.3,1084.06,5815.36,81.91,18.64,460.05,8.21,2.82,4.28,12.68
